,PP01,P_Occurrence,TX01
2001-01-01,0.0,0,16.164014351443083
2001-01-02,0.0,0,18.592116538886646
2001-01-03,0.0,0,15.784304987053991
2001-01-04,0.0,0,16.568720641614764
2001-01-05,0.0,0,15.843500419060465
2001-01-06,0.060950871411053605,1,8.757253922747427
2001-01-07,0.0,0,15.684772553878785
2001-01-08,2.685943432416882,1,10.50888668389079
2001-01-09,0.24140182912971164,1,9.382398029826314
2001-01-10,2.0367875689465342,1,12.758563832893547
2001-01-11,4.801274785812727,1,12.178070742242271
2001-01-12,0.20955899620643206,1,11.56036609407954
2001-01-13,0.0,0,15.820385007809852
2001-01-14,0.4504077490913249,1,13.195869815074976
2001-01-15,5.699316518119379,1,17.522798733225194
2001-01-16,1.4622091575556257,1,17.64893891972043
2001-01-17,0.3530772680696386,1,17.303727376897992
2001-01-18,12.893629097020552,1,17.35549247789894
2001-01-19,0.7724857927336399,1,18.209987175082382
2001-01-20,0.0,0,18.485368092167118
2001-01-21,0.0,0,13.896956382594498
2001-01-22,1.3053580454028306,1,7.849697182760871
2001-01-23,23.352646682509206,1,11.754067911617348
2001-01-24,0.0,0,15.06377252181742
2001-01-25,0.0,0,15.567703149539987
2001-01-26,0.0,0,15.823307194751584
2001-01-27,0.0,0,12.857558407635278
2001-01-28,14.831668934996436,1,9.76798617979123
2001-01-29,1.126043213458336,1,13.19058843265592
2001-01-30,0.0,0,13.910095970012097
2001-01-31,0.0,0,13.868536346653352
2001-02-01,0.13117732126880924,1,10.497802181982557
2001-02-02,8.519749358577531,1,9.581737859056593
2001-02-03,0.03691879003349655,1,9.792878025751499
2001-02-04,0.22878128552014085,1,11.287972061093347
2001-02-05,0.26171340957040695,1,10.612946601873773
2001-02-06,0.29639290549747743,1,14.751886114457152
2001-02-07,3.136231714166832,1,15.147648505546979
2001-02-08,0.0,0,15.756083291738733
2001-02-09,0.0,0,14.686517964665429
2001-02-10,1.0939507269956892,1,7.931093283836905
2001-02-11,0.03453495636801358,1,9.730264768033887
2001-02-12,2.4060815382530722,1,11.460737557676076
2001-02-13,0.8900438050208067,1,13.297646794167367
2001-02-14,2.8823274743867597,1,11.023836035289998
2001-02-15,2.665705254904846,1,14.790287076750477
2001-02-16,0.26304444620224154,1,13.322534111392214
2001-02-17,0.2145299476622933,1,18.28082681656148
2001-02-18,3.3435095123754484,1,14.365814108147605
2001-02-19,0.20042063106081764,1,16.20910255643974
2001-02-20,0.024159462422059907,1,16.302704203350352
2001-02-21,0.11683957984268889,1,13.116386920542972
2001-02-22,400.3245977544602,1,14.169531056592634
2001-02-23,0.10846491635732658,1,10.020699130180239
2001-02-24,0.12471391957432029,1,10.944629393786627
2001-02-25,0.025529002094116043,1,13.145823986928939
2001-02-26,0.0,0,15.83680020767839
2001-02-27,0.0,0,16.81648121031386
2001-02-28,0.0,0,17.207403744163642
2001-03-01,0.152795523003732,1,10.502376889229616
2001-03-02,0.0,0,16.35394425336574
2001-03-03,8.758440296122265,1,10.936640865692873
2001-03-04,1.0437756614168532,1,12.967071333462213
2001-03-05,0.4021482259448288,1,17.474586259422956
2001-03-06,0.0,0,20.53337688597823
2001-03-07,0.0,0,19.745619722190373
2001-03-08,0.0,0,17.460668541256844
2001-03-09,0.0,0,17.44000556582659
2001-03-10,0.0,0,19.83095163463201
2001-03-11,0.030406646248388836,1,14.474686076166716
2001-03-12,0.782795290928545,1,15.836822467547142
2001-03-13,4.5099220698474145,1,18.17393463789725
2001-03-14,0.0,0,19.35447964633391
2001-03-15,1.6483074894075445,1,15.653189500270898
2001-03-16,74.57213221026149,1,13.32425593885914
2001-03-17,0.45747817507924393,1,12.450231539884646
2001-03-18,0.18273618516001416,1,14.895805667385668
2001-03-19,8.314498528999003,1,18.60761455779169
2001-03-20,0.2705950615679943,1,18.03258052018064
2001-03-21,0.23519199620094092,1,18.635342589019192
2001-03-22,0.28397552086908423,1,17.802788929116115
2001-03-23,0.0,0,21.429244456155807
2001-03-24,0.0,0,19.279231239462636
2001-03-25,1.5173746716792706,1,20.193137192617904
2001-03-26,0.41750491677096,1,19.530499586132546
2001-03-27,16.92254081038448,1,18.52030526818243
2001-03-28,1.0493374368729014,1,22.57065256487184
2001-03-29,0.15571107878568355,1,22.25646641729323
2001-03-30,0.0,0,23.2171720460276
2001-03-31,0.0,0,22.717220272143567
2001-04-01,0.7540718435686579,1,17.273598421626975
2001-04-02,2.136433933089509,1,16.98962777395905
2001-04-03,0.5910105787606077,1,18.97796504244746
2001-04-04,0.9054380621593023,1,17.43079821965211
2001-04-05,23.394609209120194,1,17.72713554735966
2001-04-06,7.064505221434023,1,21.48239911544779
2001-04-07,0.10235149159585542,1,20.364149307711905
2001-04-08,7.288653262785656,1,19.093811093409368
2001-04-09,0.1845728425167803,1,16.388344499843974
2001-04-10,1.0947991691522527,1,17.960239808142983
2001-04-11,43.968021704656415,1,16.15703710751869
2001-04-12,5.433696183157498,1,18.735735706987953
2001-04-13,0.0,0,16.782773693260495
2001-04-14,6.259471989672813,1,16.156196021361755
2001-04-15,7.770709478899755,1,16.3121660416445
2001-04-16,0.0,0,20.171860373740376
2001-04-17,13.818757872311485,1,15.94330079961836
2001-04-18,0.0,0,19.07808103395629
2001-04-19,0.0,0,20.088321702155817
2001-04-20,0.0,0,20.57892920987235
2001-04-21,1.3848380942904017,1,21.615207803359596
2001-04-22,0.0,0,24.31555073379891
2001-04-23,0.05836924337057795,1,25.723697005433046
2001-04-24,0.0,0,23.88992910321272
2001-04-25,17.518452041661234,1,24.096701922172144
2001-04-26,0.0,0,24.306077910387025
2001-04-27,5.948520532446022,1,27.240628251372097
2001-04-28,6.582673612781112,1,24.514119660322642
2001-04-29,19.942011372317296,1,22.958975611634497
2001-04-30,0.0,0,24.867461672199177
2001-05-01,0.0,0,24.41640377990051
2001-05-02,42.09174977563105,1,21.273268267314972
2001-05-03,12.938008957324815,1,20.758117385447175
2001-05-04,47.52132902196605,1,22.288935491204146
2001-05-05,0.0,0,23.586484712475233
2001-05-06,7.008927286885897,1,22.155658971473677
2001-05-07,0.31503920766751314,1,20.963305858331257
2001-05-08,1.2399293835688523,1,21.821052440115874
2001-05-09,4.143292214270976,1,22.269495847309198
2001-05-10,0.5005438772952345,1,24.3782171314244
2001-05-11,6.175497996206082,1,24.81827058186129
2001-05-12,17.78970098701084,1,23.24779081039578
2001-05-13,28.84680084742531,1,25.71466777932989
2001-05-14,0.012845075594179122,1,24.12765493200416
2001-05-15,0.5702423746444425,1,25.220015280789784
2001-05-16,8.89756683779499,1,23.8171405284395
2001-05-17,17.26836977150588,1,23.214298047285865
2001-05-18,1.2423351498258624,1,23.15786406563365
2001-05-19,9.905417706613344,1,22.3498765608662
2001-05-20,8.083034955658903,1,21.7019249748595
2001-05-21,0.09412566662464683,1,22.570871588251777
2001-05-22,27.6072095542263,1,24.4053333753914
2001-05-23,2.511084025217295,1,22.038920786268907
2001-05-24,1.2437830839234092,1,23.792979782177802
2001-05-25,0.07629942186166554,1,22.618663361253116
2001-05-26,17.728067499063396,1,23.127663112688122
2001-05-27,0.049287205953249764,1,23.307537115304537
2001-05-28,4.912201535161544,1,23.085265078822964
2001-05-29,5.44885035748474,1,25.191830817721762
2001-05-30,0.6876887916095166,1,24.158859413463773
2001-05-31,0.06937620839182271,1,25.225232444675765
2001-06-01,23.24187206735294,1,23.758703742670093
2001-06-02,0.0,0,25.074825545732455
2001-06-03,7.1996355431373384,1,23.18676442311536
2001-06-04,0.0,0,25.43553427088537
2001-06-05,0.7654682190190709,1,24.11027007249563
2001-06-06,8.976905012577477,1,23.365713813951253
2001-06-07,14.566743765667576,1,25.225126319309624
2001-06-08,0.0,0,25.759942596288163
2001-06-09,0.0,0,25.46192208882107
2001-06-10,3.6005630304138934,1,25.14401513193801
2001-06-11,2.919261711632565,1,25.773209852714967
2001-06-12,7.499647674543291,1,25.677800132947972
2001-06-13,0.766822903518899,1,25.197037876217443
2001-06-14,18.867400669652348,1,25.379479761326024
2001-06-15,0.0,0,25.969948555652785
2001-06-16,0.0,0,25.82795892891323
2001-06-17,0.0,0,26.57194739973186
2001-06-18,0.07909939438253683,1,25.61573192102744
2001-06-19,11.128272064582893,1,25.46391603059622
2001-06-20,0.30928736213074426,1,26.392270099720612
2001-06-21,2.528570629111749,1,25.93884597431797
2001-06-22,10.724021172185763,1,26.228544851651012
