,PP01,P_Occurrence,TX01
2001-01-01,0.8598578343283432,1,16.444927442809412
2001-01-02,30.40915401460811,1,18.241801972838108
2001-01-03,10.928138346300104,1,16.607274285597004
2001-01-04,2.3739231063820263,1,18.556657979017345
2001-01-05,0.0,0,19.8853836480143
2001-01-06,0.0,0,21.071377130993238
2001-01-07,82.94618156787676,1,17.73317602638414
2001-01-08,2.472866279921888,1,12.45188768801357
2001-01-09,14.863320477322029,1,15.14488136523505
2001-01-10,4.279191731377684,1,14.379979326026868
2001-01-11,28.990564599307152,1,18.660801272942862
2001-01-12,5.064576322232932,1,16.888640855057925
2001-01-13,0.21311239976954985,1,17.949254816061217
2001-01-14,25.214434455520674,1,21.627436424655
2001-01-15,9.479937447988371,1,17.608706589597617
2001-01-16,1.1494920287924553,1,20.56116220776267
2001-01-17,0.0,0,16.894726643360794
2001-01-18,0.0,0,16.736998117645584
2001-01-19,0.0,0,20.849792597501764
2001-01-20,0.0,0,18.15361104056107
2001-01-21,0.0,0,21.854807590658684
2001-01-22,5.410865919935865,1,16.15416903103991
2001-01-23,0.0,0,12.987986516154425
2001-01-24,0.0,0,17.358580118375134
2001-01-25,0.0,0,18.429158229074663
2001-01-26,0.0,0,14.243150110846582
2001-01-27,0.0,0,14.286177165355543
2001-01-28,0.0,0,16.675523939821474
2001-01-29,7.204835126858565,1,15.08578713081769
2001-01-30,0.6956870647821454,1,17.649035852146543
2001-01-31,1.081233895449366,1,17.71494239873218
2001-02-01,0.0,0,23.819856284370964
2001-02-02,0.0,0,18.717583253550973
2001-02-03,0.0,0,17.493438793207318
2001-02-04,1.8644435693806443,1,14.569109324076127
2001-02-05,2.686583043755341,1,17.05653081135302
2001-02-06,2.844020144068329,1,13.633460926257118
2001-02-07,0.0,0,16.66387491545041
2001-02-08,17.874618492209652,1,15.966526799757728
2001-02-09,0.0,0,19.270603211709776
2001-02-10,0.0,0,20.67306697661618
2001-02-11,0.0,0,23.562802900691818
2001-02-12,2.6396276229939195,1,21.732963811525515
2001-02-13,0.0,0,22.889967924360427
2001-02-14,0.0,0,23.34834330974951
2001-02-15,0.0,0,23.19305977155171
2001-02-16,0.0,0,21.658571680387677
2001-02-17,0.0,0,23.0069998028887
2001-02-18,0.0,0,21.644042530274167
2001-02-19,3.2923540658488677,1,19.351407554045604
2001-02-20,0.0,0,21.18589174352258
2001-02-21,0.0,0,20.559191249680097
2001-02-22,0.004769250163973289,1,19.284217728531065
2001-02-23,14.858543933227624,1,18.36445860508192
2001-02-24,12.388736659168812,1,19.788049857769195
2001-02-25,0.0,0,22.2731367631966
2001-02-26,0.0,0,20.606661920563674
2001-02-27,0.0,0,19.40624342543107
2001-02-28,19.567747190463486,1,15.782838423148387
2001-03-01,0.0,0,17.813182077782958
2001-03-02,0.0,0,15.38707229378229
2001-03-03,0.2254164281613711,1,13.266482254262488
2001-03-04,1.2548180441974375,1,17.949230349994625
2001-03-05,0.0629108846606845,1,19.90670923726361
2001-03-06,11.634113293475458,1,23.103948942561082
2001-03-07,1.2318088921549317,1,16.820710516958712
2001-03-08,31.45979523406971,1,15.361275114681398
2001-03-09,20.362920782916376,1,17.670447536121074
2001-03-10,0.0,0,19.271467492188687
2001-03-11,0.0,0,20.041688280117885
2001-03-12,0.0,0,19.515040459327594
2001-03-13,0.0,0,19.9214593708255
2001-03-14,0.0,0,21.598235188305576
2001-03-15,0.0,0,23.207177638292897
2001-03-16,0.0,0,24.19106658498434
2001-03-17,0.0,0,23.409694243121812
2001-03-18,0.0,0,28.042251202390233
2001-03-19,0.06629611345690584,1,21.68933478463943
2001-03-20,0.0,0,22.95775525476099
2001-03-21,30.677985734428102,1,21.600694200021834
2001-03-22,7.941807183757248,1,22.901169403296613
2001-03-23,0.12226191662329108,1,22.190315186158053
2001-03-24,0.0,0,25.088755836479773
2001-03-25,0.0,0,24.23084273579029
2001-03-26,0.6014705670050929,1,20.748816881187192
2001-03-27,1.39495712823273,1,16.221554013119523
2001-03-28,0.0,0,16.912807002984852
2001-03-29,2.2729756371982255,1,17.720350001448818
2001-03-30,0.0,0,23.23701492677472
2001-03-31,17.55519597712956,1,22.409597163223435
2001-04-01,0.0,0,26.250131619172148
2001-04-02,11.390812700650454,1,23.890686901855307
2001-04-03,0.0,0,27.2857515082557
2001-04-04,0.0,0,21.688874921234174
2001-04-05,12.195256023590751,1,24.620385136500957
2001-04-06,5.275733001935165,1,25.653695270166683
2001-04-07,2.9711642438709656,1,24.24592422767532
2001-04-08,8.747089881813135,1,19.92902522936822
2001-04-09,0.0,0,27.16351674332393
2001-04-10,22.70838380637737,1,24.541044386457415
2001-04-11,0.0,0,26.003793784076464
2001-04-12,0.0,0,26.689068103191097
2001-04-13,0.0,0,24.012514691185352
2001-04-14,0.0,0,25.406423565489614
2001-04-15,0.0,0,22.789873762975134
2001-04-16,0.0,0,26.81894137327988
2001-04-17,0.0,0,25.893637225131222
2001-04-18,2.3122135389482144,1,21.155379370114712
2001-04-19,8.178836803408757,1,22.82204516056564
2001-04-20,0.0,0,23.293903613585165
2001-04-21,0.0,0,24.228186859443806
2001-04-22,0.0,0,23.402503082417955
2001-04-23,0.0,0,26.033136363011064
2001-04-24,3.9269279736579263,1,22.355497485609554
2001-04-25,6.848110499541391,1,26.587510924764057
2001-04-26,8.771264759844412,1,24.931389382523086
2001-04-27,2.85233943155129,1,19.50495284852477
2001-04-28,2.5236506436038844,1,22.187381922718924
2001-04-29,8.380123791497581,1,19.305322419446732
2001-04-30,4.043043572046471,1,22.641547864265377
2001-05-01,0.0,0,26.798525210653946
2001-05-02,0.0,0,25.33003407710171
2001-05-03,17.848848739901634,1,25.98791624883693
2001-05-04,17.27147568820245,1,26.01162245765547
2001-05-05,0.0,0,27.486705409025106
2001-05-06,0.0,0,28.649784280573183
2001-05-07,0.0,0,28.180765729116214
2001-05-08,0.0,0,28.264133650529814
2001-05-09,0.0,0,29.705831502523893
2001-05-10,16.04774320411892,1,26.327881026776218
2001-05-11,0.0,0,26.33230358714214
2001-05-12,0.0,0,27.528523374052096
2001-05-13,0.0,0,26.433250510258013
2001-05-14,0.0,0,25.92780909317951
2001-05-15,0.0,0,25.341209283819122
2001-05-16,0.0,0,26.799413675581615
2001-05-17,0.00651795707736186,1,27.374353084584666
2001-05-18,0.0,0,28.01228969067158
2001-05-19,9.684129593915136,1,27.40079399799784
2001-05-20,0.0,0,32.6338246437374
2001-05-21,0.0,0,29.848229235539762
2001-05-22,0.0,0,27.842157246153253
2001-05-23,1.5989467858594875,1,23.644993312677485
2001-05-24,21.37315056621744,1,28.64102993910795
2001-05-25,15.59521381827337,1,27.65067930798595
2001-05-26,26.836546232033083,1,28.34042909721905
2001-05-27,0.0,0,29.381315480075703
2001-05-28,7.37922063962003,1,26.85736491342396
2001-05-29,40.355536028978854,1,29.098180648375454
2001-05-30,2.0480224244524963,1,31.445703690481995
2001-05-31,1.237238948962564,1,29.48669038170133
2001-06-01,0.573301252567162,1,28.870579636846653
2001-06-02,0.0,0,29.45064027477806
2001-06-03,3.010327240330068,1,27.66799993390283
2001-06-04,2.302431249291092,1,29.454107257025093
2001-06-05,0.0,0,28.989995030333795
2001-06-06,0.0,0,31.267187829327792
2001-06-07,0.0,0,30.198243372135995
2001-06-08,0.0,0,29.42179203508408
2001-06-09,0.0,0,29.05585248608338
2001-06-10,0.0,0,29.743642528761622
2001-06-11,0.0,0,31.09983739450151
2001-06-12,27.7012336835884,1,27.729491995452427
2001-06-13,18.87417923479647,1,27.344720671706497
2001-06-14,16.102078123518815,1,29.083982161934472
2001-06-15,70.61087397180205,1,27.555599478713628
2001-06-16,44.826028860082566,1,26.755611865373293
2001-06-17,18.501166578021618,1,25.98817867511201
2001-06-18,0.0,0,28.253848782330035
2001-06-19,6.684445679087847,1,26.47966707699535
2001-06-20,0.0,0,32.958855442178915
2001-06-21,0.0,0,33.15000165565837
