,PP01,P_Occurrence,TX01
2001-01-01,0.49697383913611487,1,14.251728244755014
2001-01-02,0.0,0,15.048479195225866
2001-01-03,0.0,0,16.76279604075603
2001-01-04,0.0,0,11.133116691938715
2001-01-05,0.0,0,10.574180754172067
2001-01-06,20.050997875284093,1,11.77664325296162
2001-01-07,0.0,0,17.009889451827345
2001-01-08,0.0,0,15.055779407458187
2001-01-09,0.0,0,14.526811044115206
2001-01-10,7.542672876473053,1,16.163389916914014
2001-01-11,0.35497027321202623,1,15.683009143278193
2001-01-12,0.8664670683326828,1,18.21188514842819
2001-01-13,23.210720004116247,1,20.06613204485484
2001-01-14,1.133374686143098,1,24.796269006661582
2001-01-15,24.318585141423824,1,14.502330017680583
2001-01-16,0.0,0,16.415497294207963
2001-01-17,0.0,0,13.883338846530151
2001-01-18,1.0633345402265537,1,14.690498915812269
2001-01-19,0.0,0,17.53254667914051
2001-01-20,0.0,0,16.402741763382625
2001-01-21,0.0,0,16.777113037946688
2001-01-22,0.0,0,19.606120525831468
2001-01-23,0.0,0,15.58556567446528
2001-01-24,0.0,0,17.31768870043459
2001-01-25,33.798438059641214,1,17.06538091809979
2001-01-26,0.16815140973090198,1,17.13095890564248
2001-01-27,0.0,0,15.201736751162327
2001-01-28,0.0,0,15.042366051035614
2001-01-29,0.0,0,18.15254478954697
2001-01-30,0.3289706774971022,1,19.426566186391614
2001-01-31,2.3162315202456307,1,22.084734349761078
2001-02-01,0.0,0,22.51997567270023
2001-02-02,0.0,0,21.84908271247972
2001-02-03,0.0,0,22.523728506899012
2001-02-04,0.0,0,19.543358345358296
2001-02-05,0.0,0,16.63906357401157
2001-02-06,0.0,0,16.611398162832703
2001-02-07,0.0,0,18.590968453270683
2001-02-08,0.0,0,17.874725704668233
2001-02-09,0.0,0,17.369823493685246
2001-02-10,0.0,0,19.707165108246166
2001-02-11,141.73489872733307,1,18.11565284502067
2001-02-12,0.8062124837362775,1,15.09964658661378
2001-02-13,0.5811533099696846,1,15.122129212779424
2001-02-14,0.4766306205336846,1,18.912044166965206
2001-02-15,0.0,0,22.173175346325007
2001-02-16,0.0,0,20.087821022270727
2001-02-17,0.0,0,19.646481776209303
2001-02-18,0.0,0,21.145228473906194
2001-02-19,0.0,0,20.771312121118864
2001-02-20,0.0,0,20.935046851267124
2001-02-21,51.189507104986454,1,19.885291382492866
2001-02-22,0.0,0,20.121491210498647
2001-02-23,0.0,0,18.13558697504497
2001-02-24,0.0,0,17.99635627977515
2001-02-25,0.0,0,15.922224922427507
2001-02-26,0.6523271441029683,1,11.759146800688317
2001-02-27,0.06271580810278811,1,14.176977195102925
2001-02-28,7.171294701272052,1,17.599765291217498
2001-03-01,23.695731405966512,1,16.13826691881202
2001-03-02,16.315282565411806,1,15.535226782139688
2001-03-03,27.0597897172612,1,15.312592834072912
2001-03-04,4.99050292532691,1,11.945019166291049
2001-03-05,0.0,0,14.990224568480302
2001-03-06,0.0,0,20.248408657753885
2001-03-07,0.0,0,21.281598120695996
2001-03-08,0.9159178644992066,1,17.83704944668468
2001-03-09,18.503600971720346,1,17.339248220151983
2001-03-10,13.383323507566956,1,19.46813948152157
2001-03-11,16.925823909954556,1,23.063715649773236
2001-03-12,0.0,0,20.474238059958527
2001-03-13,0.0,0,25.936588831305166
2001-03-14,0.0,0,23.638942557386702
2001-03-15,0.0,0,20.372011581844053
2001-03-16,0.0,0,22.760117135763693
2001-03-17,4.1897061805576366,1,19.903614382873787
2001-03-18,9.710334088278408,1,23.328304703219228
2001-03-19,0.0,0,23.666284672134108
2001-03-20,9.45872913776829,1,16.48499664992009
2001-03-21,1.0502516797573118,1,17.60496715249425
2001-03-22,0.0,0,21.55572351770859
2001-03-23,1.1518755492795585,1,14.390121604405856
2001-03-24,0.0,0,15.945562706796157
2001-03-25,0.7303036244263201,1,15.559550782599334
2001-03-26,12.528372319659459,1,13.315740777814602
2001-03-27,4.365710865994834,1,19.598343956770524
2001-03-28,7.628647340599483,1,19.468560027992293
2001-03-29,0.0,0,26.97902125605897
2001-03-30,0.0,0,25.29524770251661
2001-03-31,0.0,0,22.036080350782385
2001-04-01,8.780291460268266,1,17.104166375218252
2001-04-02,3.6135407655472274,1,22.119315633745135
2001-04-03,1.602617763270992,1,23.077263979437177
2001-04-04,14.957079960784439,1,24.446447412859328
2001-04-05,0.0,0,28.337939540294492
2001-04-06,0.330239045525611,1,22.537638968965098
2001-04-07,0.0,0,23.480035528826146
2001-04-08,26.615993542175346,1,20.465711382372636
2001-04-09,25.69436208526365,1,20.35448436705147
2001-04-10,0.5634380182969587,1,21.42780891541438
2001-04-11,14.108634870526693,1,24.023382433488425
2001-04-12,0.0,0,25.968719007036277
2001-04-13,0.0,0,25.38283211161405
2001-04-14,14.705314712582886,1,22.821838013222663
2001-04-15,2.9586348801683764,1,21.798064832683526
2001-04-16,0.0,0,22.851057192050483
2001-04-17,2.538520702855089,1,17.740409252592137
2001-04-18,0.0981759182231675,1,20.24593137393625
2001-04-19,8.98026014254913,1,20.222275442315905
2001-04-20,0.0,0,24.154662722176766
2001-04-21,89.5881437128679,1,23.20326268994819
2001-04-22,2.362465016067384,1,22.28659051247966
2001-04-23,0.0,0,24.231267622405813
2001-04-24,35.614655467733364,1,21.797448406501154
2001-04-25,15.614006720781363,1,23.69096955435944
2001-04-26,0.6534812199365474,1,22.16536743021615
2001-04-27,4.711135100157388,1,21.15702464232723
2001-04-28,0.0,0,23.08286367329736
2001-04-29,7.689530196182304,1,21.542370054481903
2001-04-30,60.71417698800129,1,22.99808277003181
2001-05-01,0.945159514739052,1,23.752320501961584
2001-05-02,14.968818750046383,1,21.2033469751218
2001-05-03,0.1304434807120773,1,22.359096234955235
2001-05-04,8.981138768743937,1,24.523869208831286
2001-05-05,0.0,0,26.459838839537444
2001-05-06,0.0,0,26.844280592128886
2001-05-07,3.1019327397478613,1,25.661989771590047
2001-05-08,7.881077049617812,1,23.905416453648986
2001-05-09,0.0,0,27.874398117877078
2001-05-10,6.981303063867452,1,27.5960762444357
2001-05-11,8.980648665759432,1,27.519182772577622
2001-05-12,208.51543296753724,1,26.500944204038813
2001-05-13,0.45032333257466167,1,27.994614196821004
2001-05-14,0.0,0,29.905450408580485
2001-05-15,0.0,0,28.169693718532997
2001-05-16,0.0,0,26.149231522529167
2001-05-17,0.0,0,26.730268216083267
2001-05-18,140.16653064353702,1,26.97007462598279
2001-05-19,1.0962966330495785,1,26.784265207451668
2001-05-20,49.89843467372488,1,27.358125751221937
2001-05-21,0.0,0,28.16452573835967
2001-05-22,24.09767739589102,1,25.5942109372032
2001-05-23,7.599156165588836,1,26.20072447223692
2001-05-24,0.3287857571067197,1,25.256122028964892
2001-05-25,0.0,0,27.385818355783154
2001-05-26,0.0,0,27.53928977597501
2001-05-27,0.0,0,27.659956507453167
2001-05-28,18.719247539741236,1,25.169181341244595
2001-05-29,0.0,0,26.961422237232174
2001-05-30,0.0,0,28.022374519281215
2001-05-31,0.0,0,28.354206221697726
2001-06-01,0.0,0,28.23637672564168
2001-06-02,0.0,0,27.989477753706144
2001-06-03,0.07300835306511211,1,26.578186763671273
2001-06-04,26.258590326570683,1,26.312960157546264
2001-06-05,10.314913367985023,1,25.481786874932034
2001-06-06,0.0,0,27.673725023249784
2001-06-07,26.2506835750345,1,27.433951868659513
2001-06-08,0.0,0,29.677413030979352
2001-06-09,0.0,0,29.02544117100081
2001-06-10,0.0,0,30.04471036791672
2001-06-11,0.0,0,29.744164950519124
2001-06-12,0.0,0,30.166400535988583
2001-06-13,0.05900795834688534,1,29.333599320953464
2001-06-14,46.956724864453236,1,29.348536470146776
2001-06-15,0.0,0,30.66510406124196
2001-06-16,0.0,0,31.009971240817432
2001-06-17,0.0,0,30.784185413697916
2001-06-18,0.0,0,30.5647114394219
2001-06-19,0.0,0,30.252845795512542
2001-06-20,1.0266891311651354,1,27.076585154080473
2001-06-21,6.704159723926751,1,27.79519285498971
2001-06-22,0.3422388220099443,1,28.324824592172906
2001-06-23,8.182807202417688,1,29.192526822530514
2001-06-24,0.0037952273377231823,1,30.191231973751055
2001-06-25,0.0,0,31.04060998150919
2001-06-26,0.0,0,30.80843878542039
2001-06-27,0.0,0,31.552171741360887
2001-06-28,0.0,0,30.414080876057938
2001-06-29,0.07837562385606689,1,28.915481233053356
2001-06-30,0.0,0,31.500415671863124
2001-07-01,0.0,0,30.798455306274956
2001-07-02,0.0,0,29.58304275283431
2001-07-03,7.6297905618164945,1,28.61244447501847
2001-07-04,8.208213376038199,1,29.072099501744088
2001-07-05,32.88521866745225,1,29.938960815059662
2001-07-06,11.268381491338092,1,29.070998364918577
2001-07-07,4.184635519053003,1,29.729077832627464
2001-07-08,41.13479821416148,1,29.66003673551933
2001-07-09,0.0,0,30.499637554964572
2001-07-10,54.5524892045768,1,28.859300966966178
2001-07-11,0.0,0,31.240277547671447
