,PP01,P_Occurrence,TX01
2001-01-01,0.0,0,19.484469635478657
2001-01-02,11.965612975797264,1,20.274346223388193
2001-01-03,0.0,0,21.09570533855773
2001-01-04,1.8573956033137324,1,17.53558761809693
2001-01-05,0.0,0,22.316662510562402
2001-01-06,0.0,0,20.792665099898905
2001-01-07,0.0,0,19.13308623424879
2001-01-08,0.0,0,23.766576582888554
2001-01-09,6.893765562320788,1,13.768935606866727
2001-01-10,0.07246070330884431,1,16.78993722415133
2001-01-11,3.507212619749508,1,14.979774112012725
2001-01-12,0.7571005803203454,1,16.69537982253756
2001-01-13,26.19344297739215,1,14.853152505237333
2001-01-14,7.847469705795509,1,16.168608972106988
2001-01-15,0.0,0,19.907844987024482
2001-01-16,0.15428316928768906,1,15.874168719943988
2001-01-17,27.98220040217597,1,18.525931456615965
2001-01-18,0.6211817745198402,1,17.625318132465313
2001-01-19,2.1433526184890046,1,17.58143707290381
2001-01-20,0.915015427526413,1,18.63258576459903
2001-01-21,8.37148446250104,1,19.146782051003143
2001-01-22,0.6561938733527196,1,18.57255581166798
2001-01-23,0.8583027940403084,1,20.237213556658183
2001-01-24,0.9808980778610159,1,20.51527616598678
2001-01-25,3.7953259836534357,1,19.590654304080676
2001-01-26,0.0,0,20.999682479846147
2001-01-27,2.483571444306449,1,21.664017225730873
2001-01-28,0.349649858208259,1,21.249497257755202
2001-01-29,0.0,0,17.56000237154529
2001-01-30,1.3798928632266139,1,16.170614155471505
2001-01-31,0.0,0,16.70628602942986
2001-02-01,0.265117101035794,1,13.807437350814185
2001-02-02,0.0,0,16.555930395030657
2001-02-03,0.0,0,15.982198355351844
2001-02-04,0.11129668872409203,1,15.55500407967407
2001-02-05,2.0297011454279326,1,16.35112711809624
2001-02-06,0.21603251208868715,1,18.1390350986434
2001-02-07,0.0,0,20.540451232079487
2001-02-08,0.0,0,18.273590947835686
2001-02-09,0.0,0,21.072666780288476
2001-02-10,0.0,0,21.523665045541392
2001-02-11,0.0,0,21.47698253602155
2001-02-12,0.0,0,22.48353242301169
2001-02-13,0.0,0,22.36307374255931
2001-02-14,0.0,0,22.457128423454655
2001-02-15,0.0,0,20.825572222829532
2001-02-16,0.0,0,20.263348974993395
2001-02-17,0.0,0,18.73480851889097
2001-02-18,7.4236832617522275,1,18.309857160724178
2001-02-19,0.5330937592504649,1,18.435034330329955
2001-02-20,3.523190503905426,1,19.82386786276252
2001-02-21,12.603450174896404,1,22.57241497398373
2001-02-22,0.0,0,20.78973145096629
2001-02-23,15.964477945883393,1,17.27716131291877
2001-02-24,0.423319588172687,1,18.57662013532031
2001-02-25,1.770495701898005,1,17.280384965730068
2001-02-26,0.9668009395649522,1,17.891328850516793
2001-02-27,3.000466799784691,1,16.91347617613861
2001-02-28,28.875988456930475,1,16.822301166510023
2001-03-01,0.0,0,20.888728909451068
2001-03-02,0.0,0,19.387178525795328
2001-03-03,17.83063916814943,1,16.36850231884471
2001-03-04,5.273796906335471,1,18.776584855435384
2001-03-05,0.0,0,21.173158327256967
2001-03-06,0.0,0,21.936569454295277
2001-03-07,0.0008403365878884624,1,18.170181557211976
