2008/9/1,0.6
2008/9/2,9.66
2008/9/3,4.21
2008/9/4,6.22
2008/9/5,25.3
2008/9/6,0.74
2008/9/7,0
2008/9/8,0
2008/9/9,0
2008/9/10,0.5
2008/9/11,18.3
2008/9/12,171.31
2008/9/13,362.43
2008/9/14,333.23
2008/9/15,35.48
2008/9/16,2.69
2008/9/17,0
2008/9/18,0.45
2008/9/19,0.28
2008/9/20,0
2008/9/21,0
2008/9/22,13.23
2008/9/23,1.9
2008/9/24,0
2008/9/25,0
2008/9/26,0.91
2008/9/27,45.72
2008/9/28,309.75
2008/9/29,40.29
2008/9/30,8.59
2009/9/1,0
2009/9/2,9.19
2009/9/3,3.17
2009/9/4,1.18
2009/9/5,0.2
2009/9/6,0
2009/9/7,0
2009/9/8,0.48
2009/9/9,1.73
2009/9/10,0.4
2009/9/11,0.24
2009/9/12,0
2009/9/13,0.36
2009/9/14,0.41
2009/9/15,7.3
2009/9/16,4.19
2009/9/17,0
2009/9/18,0
2009/9/19,0
2009/9/20,0
2009/9/21,0
2009/9/22,0
2009/9/23,0.46
2009/9/24,0.62
2009/9/25,0
2009/9/26,0.16
2009/9/27,15.76
2009/9/28,5.08
2009/9/29,3
2009/9/30,3.98
2010/9/1,3.62
2010/9/2,1.04
2010/9/3,0.24
2010/9/4,3.41
2010/9/5,1
2010/9/6,0
2010/9/7,1.58
2010/9/8,0.14
2010/9/9,1.58
2010/9/10,3.37
2010/9/11,35.52
2010/9/12,18.44
2010/9/13,0.04
2010/9/14,7.78
2010/9/15,0.14
2010/9/16,0
2010/9/17,0
2010/9/18,24.44
2010/9/19,137.91
2010/9/20,1.38
2010/9/21,10.86
2010/9/22,0
2010/9/23,1.49
2010/9/24,3.4
2010/9/25,0.22
2010/9/26,3.92
2010/9/27,0.97
2010/9/28,0.08
2010/9/29,0.4
2010/9/30,0.38
2011/9/1,19.01
2011/9/2,11.32
2011/9/3,0
2011/9/4,0
2011/9/5,0
2011/9/6,0
2011/9/7,0
2011/9/8,0
2011/9/9,0.2
2011/9/10,0.88
2011/9/11,0.84
2011/9/12,0.04
2011/9/13,3.77
2011/9/14,5.3
2011/9/15,1.51
2011/9/16,0
2011/9/17,0
2011/9/18,0
2011/9/19,0
2011/9/20,0
2011/9/21,0.12
2011/9/22,0.28
2011/9/23,0.36
2011/9/24,0.08
2011/9/25,2.18
2011/9/26,1.02
2011/9/27,0.22
2011/9/28,0.04
2011/9/29,2.48
2011/9/30,15.65
2012/9/1,4
2012/9/2,0.6
2012/9/3,10.99
2012/9/4,0.33
2012/9/5,0.5
2012/9/6,1.19
2012/9/7,1.19
2012/9/8,0.04
2012/9/9,0
2012/9/10,0
2012/9/11,0.4
2012/9/12,0.14
2012/9/13,0.28
2012/9/14,32.83
2012/9/15,39.68
2012/9/16,3.65
2012/9/17,0
2012/9/18,0
2012/9/19,1.75
2012/9/20,0.16
2012/9/21,11.92
2012/9/22,0.17
2012/9/23,0.26
2012/9/24,0.96
2012/9/25,0.54
2012/9/26,3.67
2012/9/27,15.81
2012/9/28,99.65
2012/9/29,9.99
2012/9/30,0
2013/9/1,33.85
2013/9/2,0
2013/9/3,0
2013/9/4,0.04
