Date,Discharge
1996-01-31,23.127956321409698
1996-02-29,1.3210986613560771
1996-03-31,21.487022027246827
1996-04-30,521.935563344799
1996-05-31,103.16850041746514
1996-06-30,40.06027068462251
1996-07-31,21.082333812162265
1996-08-31,90.34180000809422
1996-09-30,198.8157497704963
1996-10-31,2.73403872016722
1996-11-30,1.1464711107085655e-05
1996-12-31,6.719974508647969e-11
1997-01-31,2.7270086112463804e-16
1997-02-28,37.18991731758216
1997-03-31,26.538300850903735
1997-04-30,36.32710211225767
1997-05-31,65.16444750345626
1997-06-30,79.67943864997007
1997-07-31,50.50694653111023
1997-08-31,79.2793923435001
1997-09-30,0.14188822481898847
1997-10-31,38.99968837777332
1997-11-30,0.006096385586257154
1997-12-31,3.2318588035983007
1998-01-31,0.1803897495970216
1998-02-28,8.104576100163058e-07
1998-03-31,9.877003668205743e-12
1998-04-30,4.141747987119888e-17
1998-05-31,176.1785944968313
1998-06-30,52.54932435956611
1998-07-31,30.590415928833895
1998-08-31,56.01865703577804
1998-09-30,77.38309150289973
1998-10-31,66.68869230845362
1998-11-30,0.005075877223391102
1998-12-31,3.989848870211408
1999-01-31,0.03289597760748281
1999-02-28,1.4779551194271753e-07
1999-03-31,47.423253663312416
1999-04-30,0.024944798477659402
1999-05-31,200.94648808211198
1999-06-30,123.50638281514183
1999-07-31,77.80481848946866
1999-08-31,130.89142727776706
1999-09-30,45.30054140668769
1999-10-31,50.95060925483644
1999-11-30,27.780353015143255
1999-12-31,6.2861750615649505
2000-01-31,0.06472207872926486
2000-02-29,2.907842677279997e-07
2000-03-31,9.683065292844491
2000-04-30,36.554849139410045
2000-05-31,52.13331174038803
2000-06-30,386.90318887843745
2000-07-31,596.6676620910622
2000-08-31,3.8666846433974054
2000-09-30,14.331472313534388
2000-10-31,120.36788389026867
2000-11-30,3.1395932970548275
2000-12-31,10.722528108503475
2001-01-31,9.851839354713924
2001-02-28,69.4156638364629
2001-03-31,33.408945594769875
2001-04-30,11.270564587170044
2001-05-31,52.28023618048107
2001-06-30,390.41347686359626
2001-07-31,82.81856282379471
2001-08-31,66.61885697636892
2001-09-30,45.147797814079475
2001-10-31,0.1540533733751283
2001-11-30,32.93126427403534
2001-12-31,12.58380322095512
2002-01-31,95.99670336436358
2002-02-28,63.55440410197294
2002-03-31,10.002608123590194
2002-04-30,67.35980211408952
2002-05-31,59.78678710121154
2002-06-30,184.24718989816853
2002-07-31,130.26883018460626
2002-08-31,90.99962507111462
2002-09-30,172.18406460376372
2002-10-31,42.555194895244234
2002-11-30,0.000277251254569625
